code_maison;cct;third_party_num;sage_vat_by_default;center_purchase;sign_board;integrable;chargeable;credit_account;debit_account;opening_date;immeuble;adresse;code_postal;ville;email;PAYSX3;Intitulé Compta;IntituleCourt;Type Affaire
529;AF0529;AF0529;001;ACF;ACF;1;1;411000;418000;2016-12-23;ZI DE KERYADO;ANGLE DES RUES COLONEL LE BARILLAC ET E PUJOL;56100;LORIENT;"justine.gourlaouen@acuitis.com; elvina.ligavant@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS LORIENT;LORIENT;Franchise
530;AF0530;AF0530;001;ACF;ACF;1;1;411000;418000;2017-03-10;;28 RUE DES FEBVRES;25200;MONTBELIARD;"nathalie.bazin@acuitis.com; comptabilite@acuitis.com; remeyer@wanadoo.fr";FR;ACUITIS MONTBELIARD;MONTBELIARD;Franchise
531;AF0531;AF0531;001;ACF;ACF;1;1;411000;418000;2017-05-22;;4 RUE THEODORE DUBOIS;51100;REIMS;"comptabilite@acuitis.com; catherine.tana@acuitis.com; salim.assmi@nordestcompta.com";FR;ACUITIS REIMS;REIMS;Franchise
532;AF0532;AF0532;001;ACF;ACF;1;1;411000;418000;2017-05-27;;21 PLACE DU MARCHE;67210;OBERNAI;"comptabilite@acuitis.com; jean-michel.demay@acuitis.com; alexandre.monterosso@acuitis.com";FR;ACUITIS OBERNAI;OBERNAI;Franchise
533;AF0533;AF0533;001;ACF;ACF;1;1;411000;418000;2017-10-20;;60 RUE JEANNE D ARC;76000;ROUEN;"comptabilite@acuitis.com; herve.auvard@acuitis.com; contact@sec-ollivier-associes.fr; nicolas@sec-ollivier-associes.fr";FR;ACUITIS ROUEN;ORVA;Franchise
534;AF0534;AF0534;001;ACF;ACF;1;1;411000;418000;2018-07-10;;173 AVE HENRI BARBUSE;80330;LONGUEAU;"vincent.marrasse@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS LONGUEAU fermé voir AF0578;LONGUEAU;Franchise
535;AF0535;AF0535;001;ACF;ACF;1;1;411000;418000;2017-11-08;;LIEU DIT PERNICAGGIO;20167;SARROLA CARCOPINO;"comptabilite@acuitis.com; ajaccio@acuitis.com; acloarec@balbi.fr; louis.neri@acuitis.com";FR;ACUITIS AJACCIO OPTIQUE;AJACCIO OPTIQ;Franchise
535A;AF0535A;AF0535A;001;ACF;ACF;1;1;411000;418000;2017-12-01;;Lieu dit Pernicaggio;20167;SARROLA CARCOPINO;"comptabilite@acuitis.com; ajaccio@acuitis.com; acloarec@balbi.fr; louis.neri@acuitis.com; ajaccioaudition@acuitis.com";FR;ACUITIS AJACCIO AUDITION;AJACCIO AUDIT;Franchise
536;AF0536;AF0536;001;ACF;ACF;1;1;411000;418000;2018-04-25;C.C Cap Saran - ZA des 100 Arpents;2601 route nationale;45770;SARAN;"nathalie.gineau@acuitis.com; comptabilite@acuitis.com; philippe.noublanche@assistance-conseil.com; johan.lauwerie@acuitis.com; marc.dumortier@acuitis.com";FR;ACUITIS ORLEANS SARAN;ORLEANS SARAN;Franchise
537;AF0537;AF0537;001;ACF;ACF;1;1;411000;418000;2018-11-02;;18 RUE RALLIER DU BATY;35000;RENNES;"comptabilite@acuitis.com; philippe.marie-regnault@acuitis.com; valerie.mace@inextenso.fr; matthieu.pandele@acuitis.com";FR;ACUITIS RENNES;RENNES;Franchise
538;AF0538;AF0538;001;ACF;ACF;1;1;411000;418000;2018-11-10;CC LES OCEANIDE;670 AVE VULCAIN;33260;LA TESTE DE BUCH;"emilie.jullien@acuitis.com; comptabilite@acuitis.com; clement.jouhanet@acuitis.com; baptiste.jullien@acuitis.com; aherman@groupecaec.fr; aslebarillec@groupecaec.fr";FR;ACUITIS LA TESTE DE BUCH;LA TESTE DE B;Franchise
539;AF0539;AF0539;001;ACF;ACF;1;1;411000;418000;2018-11-30;;22 24 RUE SAINT PIERRE;14000;CAEN;"comptabilite@acuitis.com; benedicte.delamare@acuitis.com";FR;ACUITIS CAEN;CAEN;Franchise
540;AF0540;AF0540;001;ACF;ACF;1;1;411000;418000;2018-11-23;;3 RUE WACQUEZ GLASSON;62000;ARRAS;"comptabilite@acuitis.com; stephane.haiart@acuitis.com; victor.lamy@acuitis.com";FR;ACUITIS ARRAS;ARRAS;Franchise
541;AF0541;AF0541;001;ACF;ACF;1;1;411000;418000;2019-03-08;CENTRE COMMERCIALE OLYMPE;50 VOIE MARIE FISCHER;6600;ANTIBES;"minhtan.nguyen@acuitis.com; alexandre.doucet@acuitis.com; baptiste.doucet@acuitis.com; comptabilite@acuitis.com; antibes@acuitis.com";FR;ACUITIS ANTIBES;ANTIBES;Franchise
542;AF0542;AF0542;001;ACF;ACF;1;1;411000;418000;2019-04-05;;79 RUE GEORGES CLEMENCEAU;35400;SAINT MALO;"comptabilite@acuitis.com; sophie.perrault@acuitis.com; franck.gourvennec@acuitis.com";FR;ACUITIS SAINT MALO;SAINT MALO;Franchise
543;AF0543;AF0543;001;ACF;ACF;1;1;411000;418000;2019-05-17;;8 PLACE DES LICES;56000;VANNES;"comptabilite@acuitis.com; alban.taillandier@acuitis.com; compta@optique-taillandier.fr; quentin.jugele@ATHEIS.FR;";FR;ACUITIS VANNES;VANNES;Franchise
544;AF0544;AF0544;001;ACF;ACF;1;1;411000;418000;2019-05-24;;4 PLACE D ARMES;67600;SELESTAT;"comptabilite@acuitis.com; jean-michel.demay@acuitis.com; marine.guth@acuitis.com; stephane.dettinger@acuitis.com";FR;ACUITIS SELESTAT;SELESTAT;Franchise
545;AF0545;AF0545;001;ACF;ACF;1;1;411000;418000;2019-06-28;;40 COURS FRANKLIN ROOSEVELT;69006;LYON 06;"marion.beal@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS LYON ROOSEVELT;LYON ROOSEVEL;Franchise
546;AF0546;AF0546;001;ACF;ACF;1;1;411000;418000;2019-07-12;;58 60 RUE GAMBETTA;86000;POITIERS;"amelie.dulain@acuitis.com; ccognet@sygec.fr; egreau@vimafinance.com";FR;ACUITIS POITIERS;POITIERS;Franchise
547;AF0547;AF0547;001;ACF;ACF;1;1;411000;418000;2019-09-28;;12  14 RUE DU MARECHAL FOCH;78000;VERSAILLES;"comptabilite@acuitis.com; mohamed.attigui@acuitis.com; beratti@orange.fr; judith@neos-conseils.fr";FR;ACUITIS VERSAILLES;VERSAILLES;Franchise
548;AF0548;AF0548;001;ACF;ACF;1;1;411000;418000;2019-09-13;;40, rue Kéréon;29000;QUIMPER;"comptabilite@acuitis.com; florian.toubeaux@acuitis.com; geoffrey.toubeaux@acuitis.com; thomas.cellerier@by-ec.fr; Annie.croq@by-ec.fr";FR;ACUITIS QUIMPER;QUIMPER;Franchise
549;AF0549;AF0549;031;ACF;ACF;1;1;411000;418000;2019-10-16;;Centre commercial cour Perrinon;97200;FORT DE FRANCE;"comptabilite@acuitis.com; xavier.bauchaint@acuitis.com; deborah.martorana@acuitis.com; jmm.optika@orange.fr";MQ;ACUITIS FORT DE France PERRINON;FORT DE Franc;Franchise
550;AF0550;AF0550;001;ACF;ACF;1;1;411000;418000;2019-09-02;;89, GRANDE RUE CHARLES DE GAULLE;94130;NOGENT s/MARNE;"benjamin.dijols@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS NOGENT sur MARNE;NOGENT SUR MA;Franchise
551;AF0551;AF0514;001;ACF;ACF;1;1;411000;418000;2019-11-20;CENTRE CAL YLIUM OLONNE SUR MER;"	AV FRANCOIS MITTERAND";85340;LES SABLES D'OLONNE;"vincent.barbotteau@acuitis.com; david.bouillaud@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS LES SABLES D'OLONNE;SABLES OLONNE;Franchise
552;AF0552;AF0552;001;ACF;ACF;1;1;411000;418000;2019-11-15;;ZA LA LAOUVE;83470;SAINT MAXIMIN LA SAINTE BEAUME;"comptabilite@acuitis.com; kanbelle.a@hotmail.fr; alyson.kanbelle@acuitis.com";FR;ACUITIS SAINT MAXIMIN LA SAINTE BAUME;SAINT MAXIMIN;Franchise
553;AF0553;AF0553;001;ACF;ACF;1;1;411000;418000;2019-11-22;;23 RUE SAINT YON;17000;LA ROCHELLE;"thibault.delaveaucoupet@acuitis.com; ccognet@sygec.fr; egreau@vimafinance.com";FR;ACUITIS LA ROCHELLE;LA ROCHELLE;Franchise
554;AF0554;AF0554;001;ACF;ACF;1;1;411000;418000;2019-11-29;;1 PLACE DU PILORI;49000;ANGERS;"comptabilite@acuitis.com; jean.hitier@acuitis.com; acuitis.pro.angers@gmail.com; cd@ac-ec.pro";FR;ACUITIS ANGERS;ANGERS;Franchise
555;AF0555;AF0555;001;ACF;ACF;1;1;411000;418000;2019-12-06;;8 RUE VICTOR HUGO;79000;NIORT;"comptabilite@acuitis.com; baptiste.plantier@acuitis.com; bsvehlikova@groupecaec.fr; aslebarillec@groupecaec.fr";FR;ACUITIS NIORT;NIORT;Franchise
556;AF0556;AF0556;001;ACF;ACF;1;1;411000;418000;2019-12-11;CC CARREFOUR DU BEL AIR;RN 10;78120;RAMBOUILLET;"comptabilite@acuitis.com; romain.vidal@acuitis.com; antoine.abouna@acuitis.com; jtressieres@sba-compta.com";FR;ACUITIS RAMBOUILLET;RAMBOUILLET;Franchise
557;AF0557;AF0557;001;ACF;ACF;1;1;411000;418000;2019-12-13;;4 AVE GENERAL PERRIER;3000;NIMES;"comptabilite@acuitis.com; alexandre.montcouquiol@acuitis.com; laurent.arnal@acuitis.com";FR;ACUITIS NIMES;NIMES;Franchise
558;AF0558;AF0558;001;ACF;ACF;1;1;411000;418000;2020-01-17;;18 RUE DES FLEURS;68100;MULHOUSE;"mulhouse@acuitis.com; valerie.bindaopticiens@orange.fr; comptabilite@acuitis.com; remy.meyer@acuitis.com; kamel.belmir@mlca-conseils.fr";FR;ACUITIS MULHOUSE;MULHOUSE;Franchise
559;AF0559;AF0559;001;ACF;ACF;1;1;411000;418000;2020-02-07;;65 AVENUE VICTOR HUGO;26000;VALENCE;"comptabilite@acuitis.com; antoine.giner@acuitis.com; guillaume.giner@acuitis.com; francoise.venier@eurex.fr";FR;ACUITIS VALENCE;VALENCE;Franchise
560;AF0560;AF0560;001;ACF;ACF;1;1;411000;418000;2020-02-13;;103 A, ROUTE DE BITCHE;87500;HAGUENAU;"comptabilite@acuitis.com; sebastien.decker@acuitis.com; jean-marie.decker@acuitis.com";FR;ACUITIS HAGUENAU;HAGUENAU;Franchise
561;AF0561;AF0561;001;ACF;ACF;1;1;411000;418000;2020-02-28;;25 BLD VOLTAIRE;75011;PARIS;"comptabilite@acuitis.com; myriam.ardoin@acuitis.com";FR;ACUITIS PARIS VOLTAIRE;PARIS VOLTAIR;Franchise
562;AF0562;AF0562;001;ACF;ACF;1;1;411000;418000;2020-01-18;;CTRE COM DES 4 PAVILLONS;33310;LORMONT;"tom.ogara@acuitis.com;B.RUBAN@extencia.fr; yann.loarec@acuitis.com";FR;ACUITIS BORDEAUX LORMONT;BORDEAUX LORM;Franchise
563;AF0563;AF0563;001;ACF;ACF;1;1;411000;418000;2020-02-15;;84 RUE RAMBUTEAU;75001;PARIS;"comptabilite@acuitis.com;";FR;ACUITIS PARIS RAMBUTEAU transféré en AF0116;PARIS RAMBUTE;Franchise
564;AF0564;AF0564;001;ACF;ACF;1;1;411000;418000;2020-02-13;Centre Commercial Place des Halles;2 Quai Kléber, Niveau Bas;67000;STRASBOURG;"comptabilite@acuitis.com; jean-michel.demay@acuitis.com; melanie.michel@acuitis.com";FR;ACUITIS STRASBOURG LES HALLES;STRABOURGHALL;Franchise
565;AF0565;AF0565;001;ACF;ACF;1;1;411000;418000;2020-07-24;;1 AVE QUARANTE JOURNAUX;33000;BORDEAUX;"comptabilite@acuitis.com; sophie.deletre@acuitis.com; tom.ogara@acuitis.com; nicolas.eustache@acuitis.com; B.RUBAN@extencia.fr";FR;ACUITIS BORDEAUX LAC;BORDEAUX LAC;Franchise
566;AF0566;AF0566;001;ACF;ACF;1;1;411000;418000;2020-08-26;CC BOIS SENART;RD 306;77240;CESSON;"comptabilite@acuitis.com; caroline.boisselier@acuitis.com; jeremy.gachet@acuitis.com; frederique.arlabosse@pagny-associes.com";FR;ACUITIS BOIS SENART;BOIS SENART;Franchise
567;AF0567;AF0567;001;ACF;ACF;1;1;411000;418000;2020-08-28;;286 RUE DU CHERCHE MIDI;47000;AGEN;"benjamin.lageyre@acuitis.com; sophie.jamois@acuitis.com; comptabilite@acuitis.com; bsvehlikova@groupecaec.fr; aslebarillec@groupecaec.fr";FR;ACUITIS AGEN;AGEN;Franchise
568;AF0568;AF0568;001;ACF;ACF;1;1;411000;418000;2020-09-02;;50 RUE ALBERT 1ER;62700;BETHUNE;"comptabilite@acuitis.com; bethune@acuitis.com; quentin.breban@acuitis.com; corinne.breban@acuitis.com; Benjamin.Catoen@fr.gt.com";FR;ACUITIS BETHUNE;BETHUNE;Franchise
569;AF0569;AF0569;041;ACF;ACF;1;1;411000;418000;2020-10-28;15 RUE CLAUDE CHAPPE;BAT A - ZAE 2000;97420;LE PORT;"comptabilite@acuitis.com; nathalie-laure.advielle@acuitis.com; isabelle.balbolia@opticdev.re; nicole.moussadjee@opticdev.re; service.facturation@opticdev.re";RE;ATISRUN SAS;REUNION;Franchise
570;AF0570;AF0570;001;ACF;ACF;1;1;411000;418000;2021-01-15;;7 BIS RUE DE BESANÇON;25300;DOUBS;"comptabilite@acuitis.com; jean-pierre.perret@acuitis.com; estelle.bichet@acuitis.com; clelia.sorlin@acuitis.com; celine.mamet@le-kab.fr";FR;ACUITIS PONTARLIER;PONTARLIER;Franchise
571;AF0571;AF0571;001;ACF;ACF;1;1;411000;418000;2021-01-22;;31 RUE DES FONDERIES;33380;BIGANOS;"morgane.vettorel@acuitis.com; sophie.jamois@acuitis.com; baptiste.jullien@acuitis.com; matthieu.schermann@acuitis.com; aslebarillec@groupecaec.fr;";FR;ACUITIS BIGANOS;BIGANOS;Franchise
572;AF0572;AF0572;001;ACF;ACF;1;1;411000;418000;2021-05-12;;16 - 18 AVENUE DE L YSER;33700;MERIGNAC;"tom.ogara@acuitis.com; comptabilite@acuitis.com; B.RUBAN@extencia.fr; cedric.vacher@acuitis.com";FR;ACUITIS BORDEAUX MERIGNAC;BORDEAUX MERI;Franchise
573;AF0573;AF0573;001;ACF;ACF;1;1;411000;418000;2021-07-02;;6 RUE SAINT JACQUES;27200;VERNON;"cindy.caneja@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS VERNON;VERNON;Franchise
574;AF0574;AF0574;001;ACF;ACF;1;1;411000;418000;2021-04-01;;19 RUE MADELEINE MICHELIS;92200;NEUILLY SUR SEINE;"comptabilite@acuitis.com; nathalie.berthelot@acuitis.com; vincent.berthelot@acuitis.com; l.court@mexperts.fr";FR;ACUITIS NEUILLY;NEUILLY;Franchise
575;AF0575;AF0575;001;ACF;ACF;1;1;411000;418000;2021-11-26;;15 RUE MAGUELONE;34000;MONTPELLIER;"philippe.bord@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS MONTPELLIER COMEDIE;MONTPELLIER C;Franchise
576;AF0576;AF0576;001;ACF;ACF;1;1;411000;418000;2021-09-02;;118 GRANDE RUE;76200;DIEPPE;"comptabilite@acuitis.com; cedric.chevalier@acuitis.com; nicolas@sec-ollivier-associes.fr; herve.auvard@acuitis.com";FR;ACUITIS DIEPPE;DIEPPE;Franchise
577;AF0577;AF0577;001;ACF;ACF;1;1;411000;418000;2021-09-24;;15 RUE DES GRAS;63000;CLERMONT FERRAND;"comptabilite@acuitis.com; thierry.ducloux@acuitis.com; marion.chiva@acuitis.com; thierry.simonitti@acuitis.com";FR;ACUITIS CLERMONT FERRAND;CLERMONT FERR;Franchise
578;AF0578;AF0578;001;ACF;ACF;1;1;411000;418000;2021-09-01;;173 AVENUE HENRI BARBUSSE;80330;LONGUEAU;"comptabilite@acuitis.com; caroline.delambre@acuitis.com";FR;ACUITIS LONGUEAU;LONGUEAU;Franchise
579;AF0579;AF0579;001;ACF;ACF;1;1;411000;418000;2021-10-29;;63 RUE GODRANS;21000;DIJON;"comptabilite@acuitis.com; chloe.guillou@acuitis.com; admin.dijon@acuitis.com";FR;ACUITIS DIJON;DIJON;Franchise
580;AF0580;AF0580;001;ACF;ACF;1;1;411000;418000;2021-10-01;;82 RUE SAINT LAZARE;75009;PARIS;"marie.buleon@acuitis.com; comptabilite@acuitis.com; roman.abrahmi@acuitis.com; gsicot@sba-compta.com";FR;ACUITIS PARIS SAINT LAZARE;PARIS SAINT L;Franchise
581;AF0581;AF0581;001;ACF;ACF;1;1;411000;418000;2021-11-05;;2 PLACE ROUGE;49300;CHOLET;"comptabilite@acuitis.com; sebastien.hauville@acuitis.com; Florimond.NORET@chesneauetass.com";FR;ACUITIS CHOLET;CHOLET;Franchise
582;AF0582;AF0582;001;ACF;ACF;1;1;411000;418000;2021-12-17;;955 CHEMIN DE LA FAUCEILLE;66100;PERPIGNAN;"comptabilite@acuitis.com; gregory.vannier@acuitis.com";FR;ACUITIS PERPIGNAN;PERPIGNAN;Franchise
583;AF0583;AF0583;001;ACF;ACF;1;1;411000;418000;2022-01-01;;62 RUE ESQUERMOISE;59800;LILLE;"comptabilite@acuitis.com; lille@acuitis.com; sophie.debacker@acuitis.com; marc-antoine.balusseau@acuitis.com; elyse.monchablon@acuitis.com; gsicot@sba-compta.com";FR;ACUITIS LILLE ESQUERMOISE;ACUITIS LILLE;Franchise
584;AF0584;AF0584;001;ACF;ACF;1;1;411000;418000;2022-04-08;CC CORA;AVENUE DE L EUROPE;"	91300";MASSY;"comptabilite@acuitis.com; caroline.quyen@acuitis.com";FR;ACUITIS MASSY;MASSY;Franchise
585;AF0585;AF0585;001;ACF;ACF;1;1;411000;418000;2022-05-04;;16 RUE DE LA BORDERIE;35500;VITRE;"comptabilite@acuitis.com; charline.remillard@acuitis.com; matthieu.pandele@acuitis.com; philippe.marie-regnault@acuitis.com";FR;ACUITIS VITRE;VITRE;Franchise
586;AF0586;AF0586;001;ACF;ACF;1;1;411000;418000;2022-05-06;;16 PLACE DE LA REPUBLIQUE;41100;VENDOME;"comptabilite@acuitis.com; dimitri.bouet@acuitis.com; anne-laure.favre@acuitis.com";FR;ACUITIS VENDOME;VENDOME;Franchise
587;AF0587;AF0587;001;ACF;ACF;1;1;411000;411800;2022-05-13;;40 RUE DES CARMES;40100;DAX;"comptabilite@acuitis.com; timothee.gehin@acuitis.com; eeinsinger@groupecaec.fr; aslebarillec@groupecae.fr";FR;ACUITIS DAX;DAX;Franchise
588;AF0588;AF0588;001;ACF;ACF;1;1;411000;418000;2022-06-03;CC LECLERC;AVENUE CHARLES DE GAULLE;85200;FONTENAY-LE-COMTE;"comptabilite@acuitis.com; antoine.cotinat@acuitis.com;";FR;ACUITIS FONTENAY LE COMTE;FONTENAY LE C;Franchise
589;AF0589;AF0589;001;ACF;ACF;1;1;411000;418000;2022-07-08;;ZAC DE LA MADELEINE;34800;CLERMONT-L'HERAULT;"comptabilite@acuitis.com; hugo.bonnot@acuitis.com";FR;ACUITIS CLERMONT L'HERAULT;CLERMONT L'HE;Franchise
590;AF0590;AF0590;001;ACF;ACF;1;1;411000;418000;2022-11-18;;61 PLACE D ARMES;59300;VALENCIENNES;"comptabilite@acuitis.com; victor.lefebvre@acuitis.com";FR;ACUITIS VALENCIENNES;VALENCIENNES;Franchise
591;AF0591;AF0591;001;ACF;ACF;1;1;411000;418000;2022-10-07;;16 ALLEE DE L EMPEREUR;82000;MONTAUBAN;"comptabilite@acuitis.com; eric.eisele@acuitis.com;";FR;ACUITIS MONTAUBAN;MONTAUBAN;Franchise
592;AF0592;AF0592;001;ACF;ACF;1;1;411000;418000;2022-11-10;;50 - 52 RUE DE SAINT MALO;14400;BAYEUX;"comptabilite@acuitis.com; bayeux@acuitis.com; ludovic.blondeau@acuitis.com";FR;ACUITIS BAYEUX;BAYEUX;Franchise
593;AF0593;AF0593;001;ACF;ACF;1;1;411000;418000;2022-12-02;;39 RUE DE SIAM;29200;BREST;"florence.kirchacker@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS BREST;BREST;Franchise
594;AF0594;AF0594;001;ACF;ACF;1;1;411000;418000;2022-12-02;CC CARREFOUR;102 AVE DU GENERAL DE GAULLE;33500;LIBOURNE;"comtpabilite@acuitis.com; libourne@acuitis.com; tom.ogara@acuitis.com";FR;ACUITIS LIBOURNE;LIBOURNE;Franchise
595;AF0595;AF0595;001;ACF;ACF;1;1;411000;418000;2023-01-06;;1 AVENUE FELIX FAURE;6500;MENTON;"micaella.albuquerque@acuitis.com; comptabilite@acuitis.com";FR;ACUITIS MENTON;MENTON;Franchise
596;AF0596;AF0596;001;ACF;ACF;1;1;411000;411800;2023-01-20;;21 RUE CESAR CAMPINCHI;20200;BASTIA;"comptabilite@acuitis.com; bastia@acuitis.com";FR;ACUITIS BASTIA;BASTIA;Succursale
701;AF0701;AF0701;031;ACF;ACF;1;1;411000;418000;2017-07-05;;B 003B 3035 BOULEVARD LE CARREFOUR, LAVAL - CANADA;H7T 1C8;Québec - Canada;"comptabilite@acuitis.com; admin.laval@acuitis.com; remi.xhenseval@acuitis.com";CA;ACUITIS LAVAL CANADA;LAVAL CANADA;Franchise
702;AF0702;AF0701A;031;ACF;ACF;1;1;411000;418000;2017-07-05;;B 003B 3035 BOULEVARD LE CARREFOUR, LAVAL - CANADA;H7T 1C8;Québec - Canada;"comptabilite@acuitis.com; admin.laval@acuitis.com; remi.xhenseval@acuitis.com";CA;ACUITIS LAVAL AUDIO / CANADA;LAVAL AUDIO;Franchise
703;AF0703;AF0700;031;ACF;ACF;1;1;411000;418000;2018-06-23;CC LES PROMENADES SAINT BRUNO;175 BLD DES PROMENADES;J3V5J5;SAINT BRUNO DE MONTARVILLE - QUEBEC;"comptabilite@acuitis.com; nicolas.peumery@acuitis.com";CA;ACUITIS ST BRUNO OPTIQUE transféré en AF0705;ST BRUNO OPTI;Franchise
704;AF0704;AF0700;031;ACF;ACF;1;1;411000;418000;2018-02-23;CC LES PROMENADES SAINT BRUNO;175 BLD DES PROMENADES;J3V5J5;SAINT BRUNO DE MONTARVILLE - QUEBEC;"comptabilite@acuitis.com; nicolas.peumery@acuitis.com; nicolas.peumery@acuitis.com; dtran@demersbeaulne.com; nvsimoes@demersbeaulne.com";CA;ACUITIS ST BRUNO AUDIO transféré en AF0706;ST BRUNO AUDI;Franchise
;AF0705;AF0700;031;ACF;ACF;1;1;411800;418800;2020-10-01;CC LES PROMENADES SAINT BRUNO;175 BLD DES PROMENADES;J3V5J5;SAINT BRUNO DE MONTARVILLE - QUEBEC;"comptabilite@acuitis.com; nicolas.peumery@acuitis.com; dtran@demersbeaulne.com; ctrouve@demersbeaulne.com; g.aitkass@sensee.com; jblanchet@demersbeaulne.com;";CA;ACUITIS ST BRUNO OPTIC;ST BRUNO OPT;Succursale
706;AF0706;AF0700;031;ACF;ACF;1;1;411800;418800;2020-10-02;CC LES PROMENADES SAINT BRUNO;175 BLD DES PROMENADES;J3V5K2;SAINT BRUNO DE MONTARVILLE - QUEBEC;"comptabilite@acuitis.com; nicolas.peumery@acuitis.com; dtran@demersbeaulne.com; ctrouve@demersbeaulne.com; g.aitkass@sensee.com; jblanchet@demersbeaulne.com;";CA;ACUITIS ST BRUNO AUDIO;ST BRUNO AUDI;Succursale
707;AF0707;AF0707;031;ACF;ACF;1;1;411000;418000;2020-10-02;;827 829 AVENUE DU MONT ROYAL EST;;MONTREAL QC;"comptabilite@acuitis.com; nicolas.peumery@acuitis.com; ctrouve@demersbeaulne.com; g.aitkass@sensee.com; Jeanne.lardans@acuitis.com; jblanchet@demersbeaulne.com";CA;MAISON ACUITIS MONT ROYAL OPTIQUE;MAISON MONT R;Succursale
708;AF0708;AF0708;031;ACF;ACF;1;1;411000;411800;2023-01-01;;2850 PROMENADE SAINT HONORE;;QCJ7H1M9 BOISBRIAND;"comptabilite@acuitis.com; g.aitkass@sensee.com; coulomb.laura@gmail.com";CA;ACUITIS FAUBOURG BOISBRIAND;FAUBOURG BOIS;Franchise
;AF0ACO;ACOU001;031;ACF;ACF;1;1;411800;418800;2010-02-18;;Rue de la Morâche 5;1260;NYON;"magali.bouvarel@acuitis.com; arnaud.dubugnon@acuitis.com; comptabilite@acuitis.com";CH;ACOUSTICENTRE;ACOUSTICENTRE;Succursale
;AFI903;NDOP001;001;ACF;ACF;1;1;411000;418000;2017-02-02;;10 RUE GAUTTE;85800;SAINT GILLES CROIX DE VIE;"comptabilite@acuitis.com; sguhur@groupesofimat.com";FR;ND OPTIC;ND OPTIC;Franchise
;ARI000;ARI0001;001;ACF;GAF;1;1;411800;418800;2019-09-01;;24 AVENUE DU MEDIPOLE;38300;BOURGOIN JALLIEU;"comptabilite@acuitis.com; edwige.gonin@grandaudition.com; bourgoinjallieu@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;ARI;ARI;Franchise
;ARI001;ARI0001;001;ACF;GAF;1;1;411800;418800;2019-09-01;;24 RUE DE L HOTEL DE VILLE ;38110;LA TOUR DU PIN;"administration.ari@grandaudition.com; edwige.gonin@grandaudition.com; latourdupin@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;ARI LA TOUR DU PIN ;ARI;Franchise
;ARI002;ARI0001;001;ACF;GAF;1;1;411800;418800;2019-09-01;;162 RUE GENERAL DEGOUTTE;1700;MIRIBEL;"administration.ari@grandaudition.com; edwige.gonin@grandaudition.com; miribel@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;ARI MIRIBEL;ARI;Franchise
;ARI003;AUDI009;001;ACF;GAF;1;1;411800;418800;2019-09-01;;14 COURS FRANKLIN ROOSEVELT ;69006;LYON;"comptabilite@acuitis.com; edwige.gonin@grandaudition.com; lyonroosevelt@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;LTA LYON ROOSEVELT;LTA;Franchise
;ARI004;AUDI009;001;ACF;GAF;1;1;411800;418800;2019-09-01;;11TER RUE DES ALLOBROGES;38230;CHARVIEU CHAVAGNEUX;"comptabilite@acuitis.com; edwige.gonin@grandaudition.com; c.julliard@pyramide-conseils.fr; charvieuchavagneux@grandaudition.com";FR;LTA CHARVIEU CHAVAGNEUX;LTA;Franchise
;ARI005;ARI0001;001;ACF;GAF;1;1;411800;418800;2019-09-01;;RUE ALEXANDRE BERARD;1500;AMBERIEU EN BUGEY;"administration.ari@grandaudition.com; edwige.gonin@grandaudition.com; amberieuenbugey@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;ARI AMBERIEU EN BUGEY;ARI;Franchise
;ARI006;ARI0001;001;ACF;GAF;1;1;411800;418800;2019-09-01;;180 RUE DR MARC FUVEL;1800;01800 MEXIMIEUX;"administration.ari@grandaudition.com; edwige.gonin@grandaudition.com; meximieux@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;ARI MEXIMIEUX;ARI;Franchise
;ARI007;ARI0001;001;ACF;GAF;1;1;411800;418800;2019-09-01;;24 AVENUE DU MEDIPOLE;38300;BOURGOIN JALLIEU;"administration.ari@grandaudition.com; edwige.gonin@grandaudition.com; bourgoinjallieu@grandaudition.com; gilles.zanichelli@acuitis.com; c.julliard@pyramide-conseils.fr";FR;ARI BOURGOIN JALLIEU;ARI;Franchise
