Code Adhérent;Code du destinataire;Description destinataire;Nature;Numéro de document;Date d'enregistrement;Référence du document de base;Numéro d'article;Description article/service;Quantité;Remise (%) par ligne;Définition de la TVA;prix Brut;prix Net;prix TTC;N° Série
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120173;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120293;FOTO46;FOTO LIFESTYLE FUTURE CANULE;1;18;E7;30,9;25,338;25,338;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120293;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120293;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120293;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,27;1,271;1,271;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120293;SNR2;GRAVURE LOGO;1;18;E7;2;1,64;1,64;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120363;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120363;VARIO44;VARIOTHERM LIFESTYLE FUTURE EPAUL. COURT;2;18;E7;84,2;69,044;69,044;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120363;ZB;PERCAGE SUPP;2;18;E7;6;4,92;4,92;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120363;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120363;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;2,78;2,779;2,779;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120363;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120449;B;COULEUR;2;18;E7;8;6,56;6,56;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120449;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120449;DMW;FILTRE DM BLANC;2;18;E7;82,2;67,404;67,404;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120449;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120449;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;2,78;2,779;2,779;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120449;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;FORET17;FORET LONG 1.4mm;1;18;E7;9,5;7,79;7,79;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PO15;PORT T.N.T.INTER  (20,1 à 30 KG) 70X50X50;1;0;C4;91;91;109,2;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PO52;FRAIS D'EMBALLAGE;1;0;C4;3,95;3,95;4,74;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;TUBSOU.;TUBE SOUPLE 2x3mm;100;23,53;E7;85;65;65;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;ASEPT;PURELL 100;31;18;E7;246,45;202,089;202,089;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;CRYDE;POINTE ACRYLIQUE 3000;3;18;E7;42;34,44;34,44;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;CYA201;FLACON COLLE 4g;6;18;E7;18,6;15,252;15,252;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;EMBOU5;PAIRE EMBOUTS SEN./ CONIQUE;5;18;C4;19;15,58;18,695;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PLUG11;PLUG SHOOT - CHASSE ET TIR;5;18;E7;35,25;28,905;28,905;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PLUG2;PLUG MUSIC - MUSIQUE;34;18;E7;239,7;196,554;196,554;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PLUG7;PLUG WATER - PISCINE;11;18;E7;77,55;63,591;63,591;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PLUG8;PLUG TRAVEL - VOYAGE;5;18;E7;35,25;28,905;28,905;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;POI;POIRE;15;18;E7;49,5;40,59;40,59;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PROCYL;50 PROTEGES TYMPAN CYL. S;7;18;E7;63,35;51,947;51,947;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PROCYL1;50 PROTEGES TYMPAN CYL.  L;13;18;E7;104,65;85,813;85,813;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PROCYL2;50 PROTEGES TYMPAN CYL. M;13;18;E7;104,65;85,813;85,813;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;SEPG25H;SPECULUM HEINE 2.5mm x250;8;18;E7;160;131,2;131,2;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;SEPG40;BTE DIST. SPECULUM 4 x250;10;18;E7;98;80,36;80,36;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;TUPRO;50x PROBE TUBES REM;22;10;E7;990;891;891;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PLUG4;PLUG SLEEP - SOMMEIL;29;18;E7;204,45;167,649;167,649;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;PLUG10;PLUG QUIET - LECTURE;7;18;E7;49,35;40,467;40,467;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;FRAIROP;FRAISE ABRASIVE POINTE ROSE;2;18;E7;4,2;3,444;3,444;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;3247;CANULE JAUNE 4.2 mm;500;18;E7;330;270,6;270,5;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;2956;OTOFORM A/SOFT X - S50 x8;8;0;E7;464;464;464;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;2956;OTOFORM A/SOFT X - S50 x8;2;100;E7;116;0;0;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;TESTDIG;TESTEUR DIGITAL;10;18;C4;42;34,44;41,33;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;SC2022;Surcharge Conjoncturelle +3%;1;0;C4;113,54;113,542;136,25;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;FRAIROC;FRAISE ABRASIVE CYLIND. ROSE;2;18;E7;4,2;3,444;3,444;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120570;15151;PISTOLET ELECTRIQUE;1;18;E7;795;651,9;651,9;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;AE19;ANTI EAU COQUILLE;2;18;E7;46,4;38,048;38,048;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;FF;COULEUR FLUORESCENT;2;18;E7;10;8,2;8,2;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;VARIO44;VARIOTHERM LIFESTYLE FUTURE EPAUL. COURT;1;18;E7;42,1;34,522;34,522;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;ZB;PERCAGE SUPP;1;18;E7;3;2,46;2,46;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;3,11;3,107;3,107;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;SNR2;GRAVURE LOGO;1;18;E7;2;1,64;1,64;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120683;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120781;FOTO44;EMBOUT LIFESTYLE FUTURE EPAULEMENT COURT;1;18;E7;32,45;26,609;26,609;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120781;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120781;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120781;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,31;1,309;1,309;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120781;SNR2;GRAVURE LOGO;1;18;E7;2;1,64;1,64;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120904;FOTO42;FOTOTEC LIFESTYLE ACTIVE;2;18;E7;61,8;50,676;50,676;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120904;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120904;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120904;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;2,08;2,081;2,081;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22120904;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121045;AE19;ANTI EAU COQUILLE;2;18;E7;46,4;38,048;38,048;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121045;B;COULEUR;2;18;E7;8;6,56;6,56;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121045;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121045;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121045;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,9;1,899;1,899;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121045;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121107;FOTO48;FOTOTEC STYLE ACTIVE;2;18;E7;84,2;69,044;69,044;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121107;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121107;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121107;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;2,63;2,632;2,632;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121107;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121199;FOTO20;FOTOTEC SQUELETTE;1;18;E7;21,1;17,302;17,302;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121199;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121199;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121199;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,03;1,03;1,03;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121199;SNR2;GRAVURE LOGO;1;18;E7;2;1,64;1,64;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121270;FOTO20;FOTOTEC SQUELETTE;2;18;E7;42,2;34,604;34,604;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121270;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121270;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121270;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;1,6;1,599;1,599;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121270;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;B;COULEUR;2;18;E7;8;6,56;6,56;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;B;COULEUR;2;18;E7;8;6,56;6,56;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;DMW;FILTRE DM BLANC;2;18;E7;82,2;67,404;67,404;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;7,69;7,689;7,689;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;SKY31;SKYCOMFORT AVEC ERGOT;2;18;E7;91,8;75,276;75,276;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;SKY31;SKYCOMFORT AVEC ERGOT;2;18;E7;91,8;75,276;75,276;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121322;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;B;COULEUR;2;18;E7;8;6,56;6,56;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;DMS;FILTRE DM NOIR;2;18;E7;82,2;67,404;67,404;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;PORT1;PORT + EMBALLAGE-ETRANG;1;0;E7;14,4;14,4;14,4;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;SKY19;SKY COMFORT AVION;2;18;E7;94,6;77,572;77,572;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;VERS;ASSURANCE;1;0;E7;1;1;1;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;SC2022;Surcharge Conjoncturelle +3%;1;0;E7;5,21;5,205;5,205;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121466;SNR2;GRAVURE LOGO;2;18;E7;4;3,28;3,28;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121507;AE19;ANTI EAU COQUILLE;2;18;E7;46,4;38,048;38,048;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121507;DMS;FILTRE DM NOIR;2;18;E7;82,2;67,404;67,404;
005;ACUITIS BERTRANGE;LA BELLE ETOILE ROUTE D'ARLON - BERTRANGE L-8050 LUXEMBOURG LUXEMBOURG;FA;22121318;31.12.2022;22121507;FOTO44;EMBOUT LIFESTYLE FUTURE EPAULEMENT COURT;2;18;E7;64,9;53,218;53,218;
